name,label,feature
35,tensor(35),"[1.5379473907090004, -0.7433922819791356]"
36,tensor(36),"[0.189942679842321, 0.8957382474203985]"
37,tensor(37),"[-0.24345139658041415, -1.1360195692166735]"
38,tensor(38),"[-0.32141760427510585, -1.1455087475154215]"
39,tensor(39),"[-1.2289526838691982, 1.0897914663923605]"
40,tensor(40),"[-0.9291643505157403, 1.4896626712614778]"
41,tensor(41),"[-1.1109957515692983, 1.0856635377594464]"
42,tensor(42),"[-1.2589244468069911, 1.1371997144941948]"
43,tensor(43),"[-0.4747987403170842, -0.0031982784018615806]"
44,tensor(44),"[-0.37345860689034904, 1.5287846926667417]"
45,tensor(45),"[-1.2488331834064528, 1.2614922465898597]"
46,tensor(46),"[-1.5705715446694797, 0.8218456333758901]"
47,tensor(47),"[0.6925932922828971, -0.3893550321567828]"
48,tensor(48),"[-0.2144089233344927, -0.8406625597798503]"
49,tensor(49),"[1.1415026540583375, -1.0057423160135377]"
50,tensor(50),"[0.1696018196128871, 1.1169416015263969]"
51,tensor(51),"[1.1189643506719735, -1.2732636911167488]"
52,tensor(52),"[0.5760668691357766, -1.5660537950046505]"
53,tensor(53),"[-1.4919720258724973, 1.0457770934379504]"
54,tensor(54),"[-0.19523799361744576, 1.3794690931113915]"
55,tensor(55),"[-0.5994988597196618, 1.390399544100955]"
56,tensor(56),"[1.5965183993181755, 0.7180295336152879]"
57,tensor(57),"[0.6772844404643237, -1.4177110815275111]"
58,tensor(58),"[0.527923082059567, 0.33297421442680036]"
59,tensor(59),"[-0.21659875161225928, -0.9475283108812309]"
60,tensor(60),"[-0.2601786528295397, -0.9188366813156501]"
61,tensor(61),"[-0.5540145789022625, 0.03399620615853033]"
62,tensor(62),"[0.343711909345549, 0.7400736879197367]"
63,tensor(63),"[-0.39397471346309576, -0.72957266546486]"
64,tensor(64),"[-1.196754262714973, 1.2519193993125115]"
65,tensor(65),"[0.9775605525110386, -1.19987980559291]"
66,tensor(66),"[0.37420722001738105, 0.7048275870741009]"
67,tensor(67),"[0.13670466362781855, 1.0982164458200947]"
68,tensor(68),"[0.2545479133069916, 0.9135647646423996]"
69,tensor(69),"[-0.014809751905092853, 1.165706206023898]"
70,tensor(70),"[-0.24581469871328432, 1.2192608406381855]"
71,tensor(71),"[-0.304344453972132, 1.5048138201426553]"
72,tensor(72),"[1.232618825946122, -1.1064743351816873]"
73,tensor(73),"[-0.045889942760868885, 1.2839460851757092]"
74,tensor(74),"[0.5939064130897093, -1.5498566112224623]"
75,tensor(75),"[1.3487339628166237, -1.1796277685900518]"
76,tensor(76),"[-0.5405414296007545, -0.04384927879302276]"
77,tensor(77),"[-0.5417809557011747, 0.31468670315029423]"
78,tensor(78),"[-0.026169537130757963, 1.2876143011591459]"
79,tensor(79),"[-1.6758583450309779, -0.1337047378055534]"
80,tensor(80),"[0.7202498514015837, -1.5962134929638956]"
81,tensor(81),"[1.5486172936990616, -0.6737260448136082]"
82,tensor(82),"[-1.3930459063172813, 0.9381186966306418]"
83,tensor(83),"[-1.0694027112313609, 1.2988072850298091]"
84,tensor(84),"[1.3664253109513178, -1.064350455079015]"
85,tensor(85),"[-0.9049005745705949, 1.510003931520188]"
86,tensor(86),"[1.5694018279313953, -0.37395564218038513]"
87,tensor(87),"[-1.6226288314479433, -0.4965154589006867]"
88,tensor(88),"[-0.14448543839002181, -1.1565312092091233]"
89,tensor(89),"[0.2538240549608294, -1.232782461600434]"
90,tensor(90),"[1.3852306181218283, -0.9613508851719175]"
91,tensor(91),"[1.2789063465855857, -0.9957713986377899]"
92,tensor(92),"[0.8913968992821755, -1.3862473173747427]"
93,tensor(93),"[-1.712191186691014, -0.11456084288322362]"
94,tensor(94),"[-0.5366245222972265, -0.12365899632543738]"
95,tensor(95),"[-0.3653806117023405, -0.9549595624005182]"
96,tensor(96),"[1.758872443550016, 0.3632653635383124]"
97,tensor(97),"[0.9431689262091895, -1.3043484330164479]"
98,tensor(98),"[1.5233752413961301, -0.7076597982755921]"
99,tensor(99),"[-1.612224629292668, 0.4927141799831936]"
100,tensor(100),"[-1.0872195760031307, 1.20690107350191]"
101,tensor(101),"[0.08095801836552946, 0.9951920746158409]"
102,tensor(102),"[-0.7337041460672126, 1.4771700044716243]"
103,tensor(103),"[0.3303210594811649, 0.6041841788817669]"
104,tensor(104),"[0.637217971637425, -0.5873029304728956]"
105,tensor(105),"[1.801947151390482, -0.08511095229641341]"
106,tensor(106),"[-1.054155847164672, 1.4637014230290146]"
107,tensor(107),"[0.13385907520909246, -1.392116602118267]"
108,tensor(108),"[-0.9056990676408453, 1.360591365177516]"
109,tensor(109),"[0.4081900311079301, -1.6117011952116505]"
110,tensor(110),"[0.8890495399021833, -1.3665239684347912]"
111,tensor(111),"[-1.2498836319215778, 1.0405691694949697]"
112,tensor(112),"[1.5270044483059786, -0.6682927215995558]"
113,tensor(113),"[0.23178434175151327, -1.4053158133875077]"
114,tensor(114),"[0.15840849655475334, 1.0176318482687954]"
115,tensor(115),"[0.05017253068161166, -1.357881710394551]"
116,tensor(116),"[-0.12382735954369858, 1.3898359817766217]"
117,tensor(117),"[1.541632348066352, -0.00808654332068487]"
118,tensor(118),"[-0.563691835988176, 0.04270680287722438]"
119,tensor(119),"[0.5704780247866742, -1.5040873477965706]"
120,tensor(120),"[-1.5285465572000263, 0.566845651792602]"
121,tensor(121),"[0.0431484837509567, -1.345574567515309]"
122,tensor(122),"[0.8337505759285286, -1.5237896703460758]"
123,tensor(123),"[0.041045006160622635, -1.237093168410245]"
124,tensor(124),"[-1.8048056289919467, -0.07048711982188506]"
125,tensor(125),"[-0.8509807969568258, 1.4975939881217097]"
126,tensor(126),"[-1.6197054022696236, 0.46451005475415275]"
127,tensor(127),"[-0.4463505834959148, -0.4925227477162754]"
128,tensor(128),"[1.6216204979920563, 0.03694807742382086]"
129,tensor(129),"[-1.3165474632997107, 1.0862222745909558]"
130,tensor(130),"[0.5485161981717565, -1.6397589333885743]"
131,tensor(131),"[-0.7621220977166877, 1.3233346063042857]"
132,tensor(132),"[0.35591662350560577, -1.340029499262245]"
133,tensor(133),"[-0.4587662259892503, -0.3857651942926592]"
134,tensor(134),"[-0.6255719657154382, 0.41218777987517574]"
135,tensor(135),"[0.6168276647491073, -0.19734197804922823]"
136,tensor(136),"[-0.38333940478121004, -0.5888712225874696]"
137,tensor(137),"[-0.6178441784749263, 0.4423534603489066]"
138,tensor(138),"[-1.4899215623286406, 0.7716066925472721]"
139,tensor(139),"[0.37408938915698403, 0.3760411569144799]"
140,tensor(140),"[-0.363386207253491, -0.7104388715825736]"
141,tensor(141),"[1.5840171227284792, -0.19164727795266676]"
142,tensor(142),"[0.4506148059800011, -0.3634614806916607]"
143,tensor(143),"[1.0489091201895566, -1.2114589319834812]"
144,tensor(144),"[-1.6274302648408563, 0.0050644051168251426]"
145,tensor(145),"[0.5680113140084873, -0.2834435062671981]"
146,tensor(146),"[0.5100437070263907, 0.5570385252926779]"
147,tensor(147),"[-0.6405976613864609, 1.4082806029751442]"
148,tensor(148),"[1.650020887548539, -0.268955314158292]"
149,tensor(149),"[1.6966998206719566, -0.3891457042757083]"
150,tensor(150),"[-1.677104891192039, 0.17841706679968025]"
151,tensor(151),"[0.541024517717822, -0.3635518865845919]"
152,tensor(152),"[-0.39324558675580223, 1.5122072076825317]"
153,tensor(153),"[-1.7628047032319494, -0.08686687020178963]"
154,tensor(154),"[0.9444219707435911, -1.4945553298057346]"
155,tensor(155),"[0.2481061305440922, 1.002370264097158]"
156,tensor(156),"[0.878374948266299, -1.439530206028045]"
157,tensor(157),"[-0.4074419181150984, -0.3333936071787642]"
158,tensor(158),"[0.5217896718739492, -1.4891530406416722]"
159,tensor(159),"[-1.7062712854723556, -0.3453868193422151]"
160,tensor(160),"[1.3183259820303994, -0.9750827651159107]"
161,tensor(161),"[-0.5814620697322399, -0.332973475686132]"
162,tensor(162),"[1.824822023278913, 0.2622093934635021]"
163,tensor(163),"[-0.664112210064567, 0.36237588646119817]"
164,tensor(164),"[0.43748904266321914, -1.4034000173976353]"
165,tensor(165),"[-0.2659118710948905, -0.9963579134296576]"
166,tensor(166),"[0.5525779224306325, -1.4627412025146072]"
167,tensor(167),"[0.34106707976056977, 0.7018279455138248]"
168,tensor(168),"[-1.7955348954864048, -0.4362233103468687]"
169,tensor(169),"[0.7667321718095838, -1.5503746094544308]"
170,tensor(170),"[-1.5214030787806676, 0.600234300275621]"
171,tensor(171),"[0.25732636133854775, -1.6056446247636569]"
172,tensor(172),"[0.46686664905722586, 0.2580999691742375]"
173,tensor(173),"[-1.527753156438569, 0.8310226787383015]"
174,tensor(174),"[0.04726956863801575, -1.2618878680046137]"
175,tensor(175),"[-1.6217647147024794, 0.46648233030414105]"
176,tensor(176),"[-0.09563090251502729, -1.1653478641168782]"
177,tensor(177),"[-1.6867222413339737, -0.22285157111478468]"
178,tensor(178),"[0.3497432448144615, 1.0934067717322662]"
179,tensor(179),"[1.6292224725140723, -0.4155550830889245]"
180,tensor(180),"[0.04225540030385234, -1.2697418236817188]"
181,tensor(181),"[0.4102497818873395, 0.18441318463451192]"
182,tensor(182),"[-0.45338759156975833, -0.3064067551856422]"
183,tensor(183),"[-1.6062470264697168, 0.32957020152571337]"
184,tensor(184),"[1.5005229101696993, -0.6882914844698589]"
185,tensor(185),"[-1.6639930153913294, 0.22734167473197753]"
186,tensor(186),"[1.0426729754455077, -1.1714855397730581]"
187,tensor(187),"[1.7566369889979123, 0.3295971380705116]"
188,tensor(188),"[1.774570914213253, 0.3541549999768554]"
189,tensor(189),"[-0.05235604781993092, -1.0486248911639728]"
190,tensor(190),"[1.175802042957386, -1.3042645869306324]"
191,tensor(191),"[-0.8680377197697983, 1.5038536371236382]"
192,tensor(192),"[-0.3533615561267003, -0.5933925210914058]"
193,tensor(193),"[1.6269731726282568, 0.3931209945440056]"
194,tensor(194),"[-0.5890457352492756, 0.454117316204448]"
195,tensor(195),"[1.1323853532423196, -1.2590861850512676]"
196,tensor(196),"[-0.23145491756629016, 1.2776667586915327]"
197,tensor(197),"[0.5482328719772094, -0.1879760893929054]"
198,tensor(198),"[0.5493377571508417, 0.23292529145674984]"
199,tensor(199),"[0.5104726378849987, -0.16939551105004189]"
