name,label,feature
66,tensor(66),"[-0.3610280727941793, 1.343265853811136]"
67,tensor(67),"[1.254210444664805, 0.4482119872270799]"
68,tensor(68),"[-1.173992077798033, -1.295756157065585]"
69,tensor(69),"[-0.9993513470298442, -1.6735266980613932]"
70,tensor(70),"[-0.27019305362821583, 0.5026772413477324]"
71,tensor(71),"[0.4056013519169674, -0.10002376595018937]"
72,tensor(72),"[-0.8004655860644447, -1.0186315372862969]"
73,tensor(73),"[-0.9620622044810619, -1.4392390120491647]"
74,tensor(74),"[-0.36084325256340605, 0.2595867745676305]"
75,tensor(75),"[-0.21710652502185837, 0.7789839473847692]"
76,tensor(76),"[1.018193654087827, 0.6604649336446525]"
77,tensor(77),"[-0.40137568857599, -0.3981632429921396]"
78,tensor(78),"[-1.0296515551629202, -1.2510960841637282]"
79,tensor(79),"[0.1749080490913715, 1.0331918094424482]"
80,tensor(80),"[-0.4497806600255975, 0.0833160477707361]"
81,tensor(81),"[1.112008998466942, 0.5108219360813262]"
82,tensor(82),"[-0.9528509095364139, -1.2448977686404477]"
83,tensor(83),"[-1.1623330231680897, -1.0683551402627747]"
84,tensor(84),"[1.2342222911750629, 0.5950635370935091]"
85,tensor(85),"[1.2870043855566284, 0.6941487111822696]"
86,tensor(86),"[1.1552706717468615, 0.7827109484968438]"
87,tensor(87),"[-1.1069904006842584, -1.77923431317405]"
88,tensor(88),"[0.6067085275548146, 0.8493089199266246]"
89,tensor(89),"[0.07755974111293218, 1.511775275597451]"
90,tensor(90),"[1.1891880990564603, 0.7471618135318834]"
91,tensor(91),"[1.3708138849058842, 0.7996711214795182]"
92,tensor(92),"[1.2163549277125514, 0.5107785676682188]"
93,tensor(93),"[1.2488594366325416, 0.1824638428111946]"
94,tensor(94),"[-0.18029329437954525, 0.2926431413289841]"
95,tensor(95),"[0.6123387195359404, 1.0279350906478157]"
96,tensor(96),"[1.2623013925567066, 0.4941569840971935]"
97,tensor(97),"[1.4661362132132998, 0.6796731382298208]"
98,tensor(98),"[-0.49380501503776564, -0.015774922223586695]"
99,tensor(99),"[-0.6136099379567049, 1.885243380628986]"
100,tensor(100),"[-0.8176344384249947, -1.1543810791491569]"
101,tensor(101),"[-0.9392014298041447, -0.7048445823416223]"
102,tensor(102),"[-0.6541649398034427, 0.16190332594964674]"
103,tensor(103),"[1.1995642076037563, 0.8734079552314463]"
104,tensor(104),"[-1.3796947641393356, -1.1076995846345719]"
105,tensor(105),"[-1.4492470981225725, -0.8059849098026876]"
106,tensor(106),"[0.26317365126396214, 0.6729391555621554]"
107,tensor(107),"[-0.3523943495477262, -1.3000650932959217]"
108,tensor(108),"[-0.9114462476639063, -1.2641320108014535]"
109,tensor(109),"[-0.3404578344267161, 0.9968583768498296]"
110,tensor(110),"[-0.2698799122355434, 1.1839124585099416]"
111,tensor(111),"[-1.0304776412804177, -1.421247371167902]"
112,tensor(112),"[1.1953894645169605, 0.721943318004196]"
113,tensor(113),"[-0.9949324593532142, -1.7687416862078105]"
114,tensor(114),"[-1.2161579717548205, -1.6682254164300745]"
115,tensor(115),"[-0.5205762995684823, 1.0124358068681756]"
116,tensor(116),"[-0.5309188617341983, -0.33071086253277726]"
117,tensor(117),"[1.4210717401172999, 0.5872634744722854]"
118,tensor(118),"[1.064945377979031, 0.4557320267478928]"
119,tensor(119),"[1.3737289135875608, 0.8017487842196463]"
120,tensor(120),"[1.213273169615103, 0.840183393497988]"
121,tensor(121),"[-0.7498809771570176, -1.8560911319276183]"
122,tensor(122),"[-0.9054574100074839, -1.5112625995613658]"
123,tensor(123),"[-0.709980659828151, 0.7371409866523734]"
124,tensor(124),"[-1.0348058845763253, -1.0309130957149593]"
125,tensor(125),"[1.491597273627731, 0.7618316352100597]"
126,tensor(126),"[-0.8578718110863979, -1.5869734692939965]"
127,tensor(127),"[-0.9356815133357742, -1.2661324508041172]"
128,tensor(128),"[-1.1929042744429112, -0.7504050667414313]"
129,tensor(129),"[0.056959061975748945, -0.9988118839350256]"
130,tensor(130),"[0.15606879340742555, 1.395902232447196]"
131,tensor(131),"[1.1919960170172665, 0.3958800304791876]"
132,tensor(132),"[-1.0760914425087986, -1.374186303689718]"
133,tensor(133),"[1.1142377542246489, 0.5706255536020991]"
134,tensor(134),"[1.3445410705604195, 0.6149308310452064]"
135,tensor(135),"[-0.7627493164264044, -1.1882053990523416]"
136,tensor(136),"[1.3539468217899704, 0.5434345488111559]"
137,tensor(137),"[1.2991976456757577, 0.7600238554321416]"
138,tensor(138),"[-1.247575174315726, -1.1382324556576895]"
139,tensor(139),"[-1.1335509317965182, -1.539093915968938]"
140,tensor(140),"[-0.9519264583886683, -0.9357800384426216]"
141,tensor(141),"[0.3210461534929241, 1.1741731237993511]"
142,tensor(142),"[-0.7986153134471239, -1.5125115687649464]"
143,tensor(143),"[1.3503248226380369, 0.6568941037704529]"
144,tensor(144),"[1.156124023690441, 0.5623825233549636]"
145,tensor(145),"[-1.0647806428291837, 1.604957704586095]"
146,tensor(146),"[1.2608136450121499, 0.2759656571820779]"
147,tensor(147),"[-1.2221304771822519, -1.121561796553596]"
148,tensor(148),"[-0.9161238898182155, -0.8030481696309787]"
149,tensor(149),"[1.240570211440787, 0.4809651048852943]"
150,tensor(150),"[-0.8811196101103232, 0.2072223972052298]"
151,tensor(151),"[-1.299929992027776, -1.5783316538137218]"
152,tensor(152),"[1.1946952539243154, 0.6546963330966604]"
153,tensor(153),"[-0.9143806590729792, -1.0297513172164245]"
154,tensor(154),"[-0.9797004901091824, -1.5271088216292177]"
155,tensor(155),"[-1.559225734612737, -0.48843784688296]"
156,tensor(156),"[-0.42093461988533104, 1.8535605864862514]"
157,tensor(157),"[-1.2722185968858073, -0.8319811662093861]"
158,tensor(158),"[-0.03999189183752074, 0.12489412132038073]"
159,tensor(159),"[-0.0412115219565729, 0.9944005518736876]"
160,tensor(160),"[0.6737155118906708, -0.30249206297703596]"
161,tensor(161),"[-0.9182121196511552, -1.195287251955512]"
162,tensor(162),"[-1.0458531353633829, -1.5072708221491602]"
163,tensor(163),"[1.2375948427846741, 0.7553668825119675]"
164,tensor(164),"[1.2976809645688505, 1.5948324918398173]"
165,tensor(165),"[1.1722966291965184, 0.6071790066926409]"
166,tensor(166),"[-0.8314032948278892, -1.3073538954875947]"
167,tensor(167),"[1.1965492716883692, 0.689439285368511]"
168,tensor(168),"[-0.8193846278484869, -1.336482600374761]"
169,tensor(169),"[-0.8504414396851809, -1.337332547705593]"
170,tensor(170),"[-1.0178121487346363, -0.9153051790863673]"
171,tensor(171),"[1.2897094746439988, 0.7267098569994188]"
172,tensor(172),"[1.2055125875154538, 0.5962151725020168]"
173,tensor(173),"[1.0507356708019722, 0.6340790717949142]"
174,tensor(174),"[0.063789954621641, 1.662222993109242]"
175,tensor(175),"[1.0629302795732405, 0.6784306594597401]"
176,tensor(176),"[0.6318714265259152, 1.0234236639595788]"
177,tensor(177),"[1.3696189471706155, 0.7278920935120794]"
178,tensor(178),"[0.6189020931357877, 0.8694202314845724]"
179,tensor(179),"[1.4118481744424602, 0.5242209978584051]"
180,tensor(180),"[0.9443620484364664, 0.441523163791738]"
181,tensor(181),"[-0.15830891435513647, 0.7532407150230422]"
182,tensor(182),"[1.208698137796043, 0.7068542287287716]"
183,tensor(183),"[0.061030270095268645, 1.571450549957881]"
184,tensor(184),"[-0.4434359918836053, 2.0558775450576996]"
185,tensor(185),"[-1.0772587816210895, -1.4985376438663751]"
186,tensor(186),"[1.3516905701500193, 0.3514772552365449]"
187,tensor(187),"[-0.8259470931001266, 0.03438921079433206]"
188,tensor(188),"[0.7067991779945847, 1.663301821860242]"
189,tensor(189),"[-0.9005050794665794, -1.654424384857307]"
190,tensor(190),"[1.0485391702488793, 0.6157214439994214]"
191,tensor(191),"[-0.9214726235898845, -1.1527145030733765]"
192,tensor(192),"[-0.23077221800710584, -0.3434247214155123]"
193,tensor(193),"[-1.2848254984646101, -1.1552319349063858]"
194,tensor(194),"[-0.03755289652681545, 1.295185748509739]"
195,tensor(195),"[0.4871042897599873, -0.3604931568337455]"
196,tensor(196),"[1.2819533662352984, 0.5868077962309308]"
197,tensor(197),"[1.3473660787053623, 0.6540839744192088]"
198,tensor(198),"[1.374780977434503, 0.38885293767885803]"
199,tensor(199),"[-0.5845702733374091, -0.20322305606203764]"
